doi,type,date
10.1109/colcom.2006.361872,proceedings-article,2006-11
10.1109/tnse.2016.2618063,journal-article,2017-01-01
10.1109/cvpr.2017.451,proceedings-article,2017-07
10.1145/2598153.2598202,proceedings-article,2014
10.1109/roman.2009.5326318,proceedings-article,2009-09
10.1186/1471-2334-13-554,journal-article,2013-11-19
10.1007/3-540-45337-7_8,proceedings-article,2001
10.1016/j.future.2015.04.012,journal-article,2016-01
10.1109/tmm.2006.876229,journal-article,2006-08
10.1007/978-3-540-24645-9_4,proceedings-article,2004
10.1007/978-3-642-35755-8_24,proceedings-article,2012
10.3233/978-1-61499-798-6-630,proceedings-article,2017
10.1103/physrevx.5.011027,journal-article,2015-03-06
10.1007/978-3-319-19243-7_24,proceedings-article,2015
10.1109/12.628396,journal-article,1997
10.23919/cycon.2017.8240337,proceedings-article,2017-05
10.1109/qshine.2014.6928662,proceedings-article,2014-08
10.1016/j.micpro.2015.06.003,journal-article,2015-11
10.1007/s00502-011-0063-z,journal-article,2011-12
10.1109/pdp.2007.6,proceedings-article,2007-02
10.1109/t-affc.2011.31,journal-article,2012-01
10.1109/qest.2012.16,proceedings-article,2012-09
10.1109/btas.2013.6712749,proceedings-article,2013-09
10.1103/physreve.84.016305,journal-article,2011-07-14
10.1109/cvprw.2015.7301282,proceedings-article,2015-06
10.1109/cimsa.2010.5611761,proceedings-article,2010-09
10.1109/icme.2001.1237915,proceedings-article,2001
10.1007/978-3-030-03840-3_7,proceedings-article,2018
10.1109/iccvw.2015.134,proceedings-article,2015-12
10.1109/ictai.2015.155,proceedings-article,2015-11
10.1109/29.17561,journal-article,1989-05
10.1145/1228784.1228787,proceedings-article,2007
10.1007/978-0-387-37831-2_14,proceedings-article,2005
10.1160/th09-11-0748,journal-article,2010
10.1016/j.cageo.2017.07.001,journal-article,2017-10
10.1007/s11042-014-2444-x,journal-article,2015-01-18
10.1109/hsi.2008.4581418,proceedings-article,2008-05
10.1007/978-3-540-30202-5_4,proceedings-article,2004
10.7148/2011-0027-0033,proceedings-article,2011-06-07
10.1002/cpe.3130,journal-article,2013-09-18
10.1007/978-3-540-77312-2_1,proceedings-article,2007
10.1109/vl.1999.795909,proceedings-article,1999
10.1109/icc.2009.5199270,proceedings-article,2009-06
10.1109/eurcon.2009.5167624,proceedings-article,2009-05
10.1002/9781118219546.ch19,book-chapter,2012-08-24
10.1016/j.ins.2012.11.017,journal-article,2013-04
10.1007/978-3-642-38490-5_42,proceedings-article,2013
10.1016/j.future.2018.05.074,journal-article,2018-10
10.1109/icdar.2017.308,proceedings-article,2017-11
10.1007/978-3-7908-2148-2_27,book-chapter,2009
10.1016/j.patcog.2013.09.016,journal-article,2014-03
10.1016/s0743-1066(99)00024-2,journal-article,2000-04
10.4018/ijkbo.2013040101,journal-article,2013-04
10.1109/empdp.2000.823419,proceedings-article,2000
10.1002/spe.2609,journal-article,2018-07-05
10.1109/tkde.2017.2699965,journal-article,2017-09-01
10.1109/scc.2006.66,proceedings-article,2006-09
10.1007/978-3-319-65000-5_15,proceedings-article,2017
10.1109/i2mtc.2015.7151346,proceedings-article,2015-05
10.1145/2063576.2063762,proceedings-article,2011
10.1007/978-3-319-70169-1_19,proceedings-article,2017
10.1007/978-3-319-10422-5_8,proceedings-article,2015
10.1109/icassp.2001.940892,proceedings-article,2001
10.1109/iccse.2012.31,proceedings-article,2012-12
10.3233/fi-2011-400,journal-article,2011
10.1007/978-3-030-00668-6_4,proceedings-article,2018
10.1016/j.eswa.2018.01.017,journal-article,2018-06
10.1007/978-3-319-08326-1_24,proceedings-article,2014
10.1145/3194718,proceedings,2018
10.1109/iccnc.2016.7440546,proceedings-article,2016-02
10.1145/1645373.1645381,proceedings-article,2009
10.1155/2013/182525,journal-article,2013
10.1007/978-3-642-39200-9_43,proceedings-article,2013
10.1002/net.20486,journal-article,2011-11-25
10.1109/icde.2002.994780,proceedings-article,2002
10.1007/s10955-009-9727-z,journal-article,2009-03-27
10.1109/dexa.2012.28,proceedings-article,2012-09
10.1109/iwast.2012.6228981,proceedings-article,2012-06
10.1007/978-3-642-21878-1_24,proceedings-article,2011
10.1016/j.jvlc.2017.08.003,journal-article,2017-10
10.1007/978-3-540-75256-1_19,proceedings-article,2007
10.1007/978-3-642-54848-2_2,proceedings-article,2014
10.1007/978-3-642-36415-0_1,book-chapter,2013
10.1145/1141277.1141501,proceedings-article,2006
10.1016/j.is.2012.03.004,journal-article,2012-11
10.1145/3019612.3019620,proceedings-article,2017
10.1108/bpmj-02-2014-0013,journal-article,2015
10.1007/978-3-540-85567-5_91,proceedings-article,2008
10.1007/978-3-319-23117-4_51,proceedings-article,2015
10.1080/0952813x.2015.1134679,journal-article,2016-02-03
10.1007/978-3-642-15751-6_11,proceedings-article,2010
10.1109/icip.2005.1530396,proceedings-article,2005
10.1007/978-3-642-33412-2_36,proceedings-article,2012
10.1023/a:1024423013607,journal-article,2003
10.1007/s10472-007-9076-z,journal-article,2007-07-27
10.1109/wpmc.2017.8301875,proceedings-article,2017-12
10.1145/2911451.2914763,proceedings-article,2016
10.1007/978-3-319-71970-2_3,proceedings-article,2017
10.1007/3-540-36578-8_9,proceedings-article,2003
10.1145/2362536.2362576,proceedings-article,2012
10.5220/0004712000870098,proceedings-article,2014
10.1145/2485760.2485858,proceedings-article,2013
10.1002/9780470050118.ecse247,reference-entry,2009-03-16
10.1145/2951894.2951897,proceedings-article,2016
10.7551/978-0-262-31709-2-ch101,proceedings-article,2013-09-02
10.1109/tap.2011.2165465,journal-article,2011-12
10.1145/3213586.3225229,proceedings-article,2018
10.1109/pimrc.2014.7136387,proceedings-article,2014-09
10.1140/epjds/s13688-018-0157-5,journal-article,2018-08-31
10.1109/wcre.2009.44,proceedings-article,2009
10.1109/dsn.2005.74,proceedings-article,2005
10.1007/978-3-642-32524-3_34,proceedings-article,2013
10.1016/s1571-0661(04)00299-3,journal-article,2001-11
10.1007/s10664-009-9121-0,journal-article,2009-12-05
10.5220/0005800503450352,proceedings-article,2016
10.1007/978-3-319-11200-8_32,proceedings-article,2014
10.1007/978-3-319-58631-1_7,proceedings-article,2017
10.1109/estmed.2007.4375803,proceedings-article,2007-10
10.1109/3dv.2013.49,proceedings-article,2013-06
10.1007/978-3-319-99154-2_20,proceedings-article,2018
10.1109/icip.2013.6738585,proceedings-article,2013
10.1109/pdp.2014.23,proceedings-article,2014-02
10.1007/978-3-540-71661-7,book,2007
10.1007/978-3-319-41778-3_11,proceedings-article,2016
10.1145/2517351.2517413,proceedings-article,2013
10.1109/iccvw.2017.348,proceedings-article,2017-10
10.1145/2792838.2800177,proceedings-article,2015
10.1186/1748-7188-1-4,journal-article,2006-03-23
10.1016/j.jda.2012.05.002,journal-article,2012-12
10.1007/b95712,book,2004
10.1007/978-3-642-03092-5_1,proceedings-article,2009
10.1109/igarss.2002.1025089,proceedings-article,2002
10.1023/a:1018904206062,journal-article,2000
10.1145/3143422,journal-article,2018-01-20
10.3233/978-1-60750-606-5-1117,proceedings-article,2010
10.1145/2736277.2741631,proceedings-article,2015
10.1093/logcom/10.2.213,journal-article,2000-04-01
10.1111/0824-7935.00058,journal-article,1998-02
10.1007/978-3-642-04947-7_32,proceedings-article,2009
10.1007/s10009-005-0212-y,journal-article,2006-04-03
10.1007/11875604_63,proceedings-article,2006
10.1007/978-3-319-10933-6,book,2014
10.1109/vlhcc.2017.8103502,proceedings-article,2017-10
10.1145/3104029,journal-article,2017-07-29
10.1109/wcnc.2004.1311544,proceedings-article,2004
10.1145/2663715.2669613,proceedings-article,2014
10.1016/j.is.2012.07.007,journal-article,2013-05
10.1145/2976749.2978335,proceedings-article,2016
10.1109/mdm.2011.96,proceedings-article,2011-06
10.1007/978-3-642-35694-0_23,proceedings-article,2012
10.1109/biorob.2018.8487966,proceedings-article,2018-08
10.1145/3121050.3121109,proceedings-article,2017
10.1145/240518.240607,proceedings-article,1996
10.14778/2536274.2536304,journal-article,2013-08-28
10.1145/2850417,journal-article,2016-03-30
10.1109/ccnc.2017.7983226,proceedings-article,2017-01
10.1016/j.entcs.2006.07.010,journal-article,2006-10
10.1007/978-3-642-14980-1_34,proceedings-article,2010
10.1007/978-3-540-68262-2_16,proceedings-article,2008
10.1109/ism.2006.106,proceedings-article,2006
10.1109/glocom.2011.6134093,proceedings-article,2011-12
10.1007/978-3-319-10422-5_17,proceedings-article,2015
10.1007/978-3-642-00328-8_24,proceedings-article,2009
10.1007/978-3-540-30075-5_54,proceedings-article,2004
10.1002/cpe.4330050205,journal-article,1993
10.1007/978-3-642-10265-3_7,proceedings-article,2009
10.1109/cvcbt.2018.00016,proceedings-article,2018-06
10.1145/2507157.2508005,proceedings-article,2013
10.1109/ijcnn.2018.8489293,proceedings-article,2018-07
10.1016/j.cad.2010.11.010,journal-article,2011-03
10.1007/3-540-44819-5_4,proceedings-article,2001
10.1016/j.patcog.2016.05.002,journal-article,2016-12
10.1007/s10844-017-0457-4,journal-article,2017-03-25
10.1109/internet.2010.20,proceedings-article,2010-09
10.1109/icdcs.2015.70,proceedings-article,2015-06
10.1145/764808.764845,proceedings-article,2003
10.1007/978-3-642-24553-4_37,proceedings-article,2012
10.1109/vlhcc.2010.55,proceedings-article,2010-09
10.1109/icassp.1999.759768,proceedings-article,1999
10.1109/imtc.2006.328170,proceedings-article,2006-04
10.1016/j.entcs.2009.02.033,journal-article,2009-03
10.1109/ncca.2015.21,proceedings-article,2015-06
10.1109/tmi.2005.861017,journal-article,2006-01
10.1478/c1a0802011,journal-article,2008
10.1007/978-3-540-30080-9_5,proceedings-article,2004
10.1007/978-3-319-59480-4_13,proceedings-article,2017-05-28
10.1007/978-3-642-23208-4_4,proceedings-article,2011
10.1109/ijcnn.2018.8489662,proceedings-article,2018-07
10.1145/3006386.3006392,proceedings-article,2016
10.1186/s13639-016-0055-5,journal-article,2016-10-03
10.1007/s11548-006-0034-8,journal-article,2006-06
10.1016/j.ins.2017.12.030,journal-article,2019-04
10.4236/jilsa.2011.32008,journal-article,2011
10.1080/24751839.2017.1347763,journal-article,2017-07-03
10.1007/978-3-319-25936-9_12,proceedings-article,2015
10.3233/978-1-61499-843-3-770,proceedings-article,2017
10.1145/1559845.1559914,proceedings-article,2009
10.1504/ijesb.2018.10008028,journal-article,2018
10.1007/3-540-45446-2_24,proceedings-article,2001
10.3217/jucs-004-07-0630,journal-article,1998
10.1007/3-540-44818-7_5,proceedings-article,2001
10.1016/j.comcom.2016.10.009,journal-article,2016-12
10.1016/j.ins.2017.06.039,journal-article,2017-11
10.1007/978-3-540-44928-7_11,proceedings-article,2004-04-30
10.1002/jcd.21366,journal-article,2013-07-26
10.1016/j.tcs.2017.12.024,journal-article,2018-02
10.1007/978-3-7908-2789-7_15,book-chapter,2012
10.1109/hldvt.2002.1224430,proceedings-article,2002
10.1007/978-3-642-38592-6_21,proceedings-article,2013
10.5220/0005297305120519,proceedings-article,2015
10.1016/j.ic.2018.09.010,journal-article,2018-12
10.1109/is.2008.4670505,proceedings-article,2008-09
10.1007/s10990-008-9024-6,journal-article,2008-04-12
10.1002/wcm.2207,journal-article,2013-02-24
10.1007/s11042-006-7811-9,journal-article,2006-04
10.1103/physreve.97.012301,journal-article,2018-01-03
10.1007/978-3-319-61660-5,book,2017
10.1016/j.culher.2010.04.001,journal-article,2010-10
10.1109/jcn.2007.6182871,journal-article,2007-12
10.1109/ivs.2005.1505072,proceedings-article,2005
10.1007/978-3-319-48965-0,proceedings,2016
10.1109/educon.2014.6826243,proceedings-article,2014-04
10.1109/icdmw.2008.43,proceedings-article,2008-12
10.1007/978-0-387-48533-1_2,book-chapter,2008
10.1093/database/bat065,journal-article,2013-09-23
10.1109/jssc.2010.2100251,journal-article,2011-03
10.1007/s00453-010-9419-8,journal-article,2010-06-15
10.1038/ncomms7864,journal-article,2015-04-23
10.1109/percomw.2016.7457139,proceedings-article,2016-03
10.1109/wfcs.2018.8402348,proceedings-article,2018-06
10.1109/brc.2012.6222169,proceedings-article,2012-01
10.1109/scam.2007.21,proceedings-article,2007-09
10.1109/ecows.2008.16,proceedings-article,2008-11
10.1145/1785414.1785451,journal-article,2010-07-01
10.5220/0003086403580363,proceedings-article,2010
10.1109/isie.2005.1528896,proceedings-article,2005
10.1109/tce.2002.1037077,journal-article,2002-08
10.1017/s1351324910000197,journal-article,2011-01
10.1109/dsn-w.2018.00074,proceedings-article,2018-06
10.2298/csis120101030f,journal-article,2012
10.1080/088395101317018564,journal-article,2001-09
10.1109/iwast.2013.6595782,proceedings-article,2013-05
10.1016/s1571-0661(04)80506-1,journal-article,2002-12
10.1080/0951192x.2012.684719,journal-article,2012-12
10.1016/j.future.2017.07.060,journal-article,2018
10.1016/j.entcom.2015.08.002,journal-article,2016-05
10.3233/fi-2010-221,journal-article,2010
10.1016/j.ijar.2018.09.010,journal-article,2018-12
10.1093/ietisy/e89-d.2.700,journal-article,2006-02-01
10.1016/j.plrev.2016.02.001,journal-article,2016-07
10.1109/icecs.2001.957521,proceedings-article,not-defined
10.1109/ficloud.2018.00065,proceedings-article,2018-08
10.1007/978-3-319-12024-9_2,proceedings-article,2014
10.1007/978-1-4939-1887-4_24,book-chapter,2014
10.1109/iccvw.2011.6130509,proceedings-article,2011-11
10.1016/j.joi.2017.09.003,journal-article,2017-11
10.3923/jas.2009.1412.1421,journal-article,2009-08-01
10.1109/tnn.2008.2000392,journal-article,2008-06
10.1007/978-3-642-14746-3_1,proceedings-article,2010
10.1007/s11263-012-0552-5,journal-article,2012-08-10
10.1002/nem.758,journal-article,2010-08-30
10.1145/3121264,proceedings,2017
10.1109/tse.2012.52,journal-article,2013-04
10.1016/j.ijhcs.2010.07.004,journal-article,2010-11
10.3233/978-1-60750-692-8-89,proceedings-article,2010
10.1109/p2p.2011.6038666,proceedings-article,2011-08
10.1145/2627393.2627410,proceedings-article,2014
10.1016/j.patrec.2017.05.032,journal-article,2017-09
10.1145/2742854.2742900,proceedings-article,2015
10.1007/978-3-319-10879-7_31,proceedings-article,2014
10.1147/sj.441.0185,journal-article,2005
10.1109/tcad.2012.2228267,journal-article,2013-03
10.4204/eptcs.125,proceedings,2013-08-27
10.1007/s00165-008-0071-x,journal-article,2008-03-11
10.1007/978-3-319-39519-7_12,proceedings-article,2016
10.1016/j.bdr.2018.02.005,journal-article,2018-09
10.1109/fuzzy.2010.5583965,proceedings-article,2010-07
10.1109/services.2015.30,proceedings-article,2015-06
10.1007/978-3-319-43425-4_23,proceedings-article,2016
10.1145/3027063.3053145,proceedings-article,2017
10.1145/1317379.1317388,journal-article,2007-10-01
10.1007/978-3-540-73053-8_18,proceedings-article,2007
10.1201/9781420064995-c26,book-chapter,2009-06-11
10.1002/hipo.22212,journal-article,2013-10-29
10.1016/j.scico.2017.06.001,journal-article,2018-09
10.4108/icst.wicon2008.4994,proceedings-article,2008
10.1109/ares.2015.26,proceedings-article,2015-08
10.1007/s00779-013-0644-4,journal-article,2013-03-23
10.1155/2014/814510,journal-article,2014-01
10.1007/11527770_20,proceedings-article,2005
10.5220/0004977603590366,proceedings-article,2014
10.1016/j.entcs.2012.05.013,journal-article,2012-06
10.1109/tce.2007.4341552,journal-article,2007-08
10.1109/icce.2010.5418901,proceedings-article,2010-01
10.1145/1805974.1805978,journal-article,2010-07-01
10.1007/978-3-319-74030-0_21,proceedings-article,2018
10.4018/ijssoe.2014100103,journal-article,2014-10
10.1109/dest.2009.5276702,proceedings-article,2009-06
10.1089/cmb.2008.0201,journal-article,2009-06
10.1007/b106657_2,book-chapter,2009
10.5220/0005304903230330,proceedings-article,2015
10.1007/978-3-642-29958-2_18,proceedings-article,2012
10.1145/2390045.2390064,proceedings-article,2012
10.1142/s0219467803000956,journal-article,2003-01
10.1145/2909132.2909264,proceedings-article,2016
10.1007/978-3-642-39289-4,book,2014
10.1145/3092819.3092823,journal-article,2017-05-10
10.4108/icst.simutools2009.5684,proceedings-article,2009
10.1007/978-3-319-61118-1_15,proceedings-article,2017
10.3233/978-1-60750-972-1-129,proceedings-article,2011
10.1109/infcom.1990.91264,proceedings-article,1990
10.1109/vts.2006.9,proceedings-article,2006
10.1109/embc.2015.7319501,proceedings-article,2015-08
10.1016/j.procs.2017.08.141,proceedings-article,2017
10.1109/idaacs.2005.282929,proceedings-article,2005-09
10.1109/tdpvt.2004.1335399,proceedings-article,2004
10.1016/j.tcs.2008.08.017,journal-article,2008-12
10.1109/wi-iat.2011.255,proceedings-article,2011-08
10.1007/978-3-319-44066-8_13,proceedings-article,2016
10.1017/s0960129515000109,journal-article,2015-05-15
10.1016/j.knosys.2012.07.021,journal-article,2013-01
10.1007/978-3-540-30227-8_60,proceedings-article,2004
10.1109/vtest.2000.843823,proceedings-article,2000
10.1109/wowmom.2011.5986488,proceedings-article,2011-06
10.1109/tsp.2012.2186443,journal-article,2012-05
10.1145/1357054.1357080,proceedings-article,2008
10.1109/itw.2016.7606801,proceedings-article,2016-09
10.1109/lra.2017.2705282,journal-article,2017-07
10.1007/978-3-319-64283-3_10,proceedings-article,2017
10.1109/icc.2008.334,proceedings-article,2008
10.1109/ase.2001.989826,proceedings-article,2001
10.1007/978-3-319-50901-3_59,proceedings-article,2016-11-30
10.1145/1626536.1626539,proceedings-article,2008
10.1524/itit.2011.0620,journal-article,2011-01
10.1007/978-3-642-20505-7_7,book-chapter,2011
